DataSet/Abomasnow/Abomasnow_5thGenSprite.png,4
DataSet/Abomasnow/Abomasnow_7thGenlarge.png,4
DataSet/Abomasnow/Abomasnow_7thGenSmall.png,4
DataSet/Abomasnow/Abomasnow_official.png,4
DataSet/Abra/Abra_5thGenSprite.png,1
DataSet/Abra/Abra_7thGenlarge.png,1
DataSet/Abra/Abra_7thGenSmall.png,1
DataSet/Abra/Abra_official.png,1
DataSet/Absol/Absol_5thGenSprite.png,3
DataSet/Absol/Absol_7thGenlarge.png,3
DataSet/Absol/Absol_7thGenSmall.png,3
DataSet/Absol/Absol_official.png,3
DataSet/Accelgor/Accelgor_5thGenSprite.png,5
DataSet/Accelgor/Accelgor_7thGenlarge.png,5
DataSet/Accelgor/Accelgor_7thGenSmall.png,5
DataSet/Accelgor/Accelgor_official.png,5
DataSet/Aegislash/Aegislash_7thGenlarge.png,6
DataSet/Aegislash/Aegislash_7thGenSmall.png,6
DataSet/Aegislash/Aegislash_official.png,6
DataSet/Aerodactyl/Aerodactyl_5thGenSprite.png,1
DataSet/Aerodactyl/Aerodactyl_7thGenlarge.png,1
DataSet/Aerodactyl/Aerodactyl_7thGenSmall.png,1
DataSet/Aerodactyl/Aerodactyl_official.png,1
DataSet/Aggron/Aggron_5thGenSprite.png,3
DataSet/Aggron/Aggron_7thGenlarge.png,3
DataSet/Aggron/Aggron_7thGenSmall.png,3
DataSet/Aggron/Aggron_official.png,3
DataSet/Aipom/Aipom_5thGenSprite.png,2
DataSet/Aipom/Aipom_7thGenlarge.png,2
DataSet/Aipom/Aipom_7thGenSmall.png,2
DataSet/Aipom/Aipom_official.png,2
DataSet/Alakazam/Alakazam_5thGenSprite.png,1
DataSet/Alakazam/Alakazam_7thGenlarge.png,1
DataSet/Alakazam/Alakazam_7thGenSmall.png,1
DataSet/Alakazam/Alakazam_official.png,1
DataSet/Alcremie/Alcremie_8thGenlarge.png,8
DataSet/Alcremie/Alcremie_8thGenSmall.png,8
DataSet/Alcremie/Alcremie_official.png,8
DataSet/Alomomola/Alomomola_5thGenSprite.png,5
DataSet/Alomomola/Alomomola_7thGenlarge.png,5
DataSet/Alomomola/Alomomola_7thGenSmall.png,5
DataSet/Alomomola/Alomomola_official.png,5
DataSet/Altaria/Altaria_5thGenSprite.png,3
DataSet/Altaria/Altaria_7thGenlarge.png,3
DataSet/Altaria/Altaria_7thGenSmall.png,3
DataSet/Altaria/Altaria_official.png,3
DataSet/Amaura/Amaura_7thGenlarge.png,6
DataSet/Amaura/Amaura_7thGenSmall.png,6
DataSet/Amaura/Amaura_official.png,6
DataSet/Ambipom/Ambipom_5thGenSprite.png,4
DataSet/Ambipom/Ambipom_7thGenlarge.png,4
DataSet/Ambipom/Ambipom_7thGenSmall.png,4
DataSet/Ambipom/Ambipom_official.png,4
